Wavelength,AF488
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0.979202
476,0.7017655
477,0.4852089
478,0.4840133
479,0.5698063
480,0.7110866
481,0.860956
482,1.069875
483,1.345994
484,1.668182
485,2.103955
486,2.581697
487,3.224486
488,3.944527
489,4.848526
490,5.912594
491,7.095542
492,8.524304
493,10.20722
494,12.18995
495,14.54477
496,17.12979
497,20.15777
498,23.53367
499,27.22775
500,31.25619
501,35.50921
502,40.04907
503,44.65386
504,49.65947
505,54.46586
506,59.60864
507,64.62728
508,69.77808
509,74.2916
510,79.11359
511,83.07986
512,86.77189
513,90.17967
514,92.87098
515,95.06226
516,96.95232
517,98.43452
518,99.46811
519,99.82077
520,100
521,99.61855
522,98.58117
523,97.27509
524,95.98027
525,94.28366
526,92.25999
527,90.39438
528,88.15095
529,85.96471
530,83.3491
531,80.76096
532,78.2592
533,75.45985
534,72.62863
535,70.0626
536,67.64776
537,65.06199
538,62.91389
539,60.53472
540,58.3782
541,56.18806
542,54.14721
543,52.26948
544,50.57441
545,48.9867
546,47.20159
547,45.73164
548,44.16367
549,42.74208
550,41.27572
551,40.0446
552,38.73765
553,37.65509
554,36.46091
555,35.37452
556,34.30606
557,33.2388
558,32.29171
559,31.38754
560,30.29636
561,29.28731
562,28.36565
563,27.50599
564,26.58718
565,25.79486
566,25.07528
567,24.25486
568,23.29783
569,22.4909
570,21.94921
571,21.06648
572,20.30616
573,19.48712
574,18.80446
575,18.15909
576,17.39656
577,16.72586
578,16.13629
579,15.49738
580,14.92194
581,14.26831
582,13.58558
583,12.9392
584,12.52339
585,11.93687
586,11.55976
587,11.1366
588,10.64905
589,10.29346
590,9.893942
591,9.468491
592,9.108702
593,8.730515
594,8.403642
595,8.075037
596,7.736989
597,7.423903
598,7.204468
599,6.877082
600,6.693296
601,6.419983
602,6.2086
603,6.008928
604,5.747986
605,5.592822
606,5.389613
607,5.110127
608,5.009059
609,4.797871
610,4.645317
611,4.523728
612,4.332036
613,4.204493
614,4.05372
615,3.892725
616,3.78197
617,3.636761
618,3.573026
619,3.407589
620,3.304398
621,3.133739
622,3.049361
623,2.89671
624,2.794667
625,2.688767
626,2.586186
627,2.439099
628,2.394738
629,2.279786
630,2.167665
631,2.108932
632,2.040317
633,1.971288
634,1.924316
635,1.859947
636,1.827836
637,1.693558
638,1.673745
639,1.584877
640,1.559769
641,1.494936
642,1.449404
643,1.420807
644,1.387061
645,1.312907
646,1.256346
647,1.215865
648,1.184193
649,1.170284
650,1.102231
651,1.063897
652,1.056992
653,1.010972
654,0.9797145
655,0.9391603
656,0.9019005
657,0.8845759
658,0.8243549
659,0.8167662
660,0.7988073
661,0.7606689
662,0.729558
663,0.7169916
664,0.7080365
665,0.6980078
666,0.6610407
667,0.6739731
668,0.6196326
669,0.6103847
670,0.6104335
671,0.6017713
672,0.555727
673,0.5344008
674,0.5249089
675,0.5088044
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
