Wavelength,AF647
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,2.145717303
631,2.349090764
632,2.722215648
633,3.14247569
634,3.686816426
635,4.264558167
636,4.977712021
637,5.809035636
638,6.7329302
639,7.806046444
640,8.939762721
641,10.3313882
642,12.02640832
643,13.72202228
644,15.72825941
645,17.86441145
646,20.07370163
647,22.74319651
648,25.51428314
649,28.41683473
650,31.6477705
651,34.93757349
652,39.00403199
653,42.9155741
654,46.42496161
655,51.32592744
656,55.2455743
657,59.79176589
658,64.41400651
659,68.13359998
660,72.58680613
661,76.59974087
662,80.55086353
663,84.76964862
664,88.55868059
665,90.7486129
666,93.20268762
667,95.07109568
668,97.37729835
669,98.4088966
670,99.72682415
671,100
672,99.27706705
673,98.26914654
674,96.88280172
675,95.2185336
676,93.90158557
677,90.56712003
678,88.43823518
679,86.15408667
680,83.39204568
681,80.41713207
682,77.08821742
683,74.74686226
684,70.92333687
685,68.30332805
686,65.66914132
687,61.98572416
688,59.29897344
689,57.17117436
690,53.72091232
691,50.95016385
692,48.86717083
693,46.51677616
694,44.50760815
695,42.67458187
696,40.63821174
697,38.99442647
698,37.31157997
699,35.63958519
700,34.05503801
701,33.0263008
702,31.79694066
703,30.64397294
704,29.72836257
705,28.44694508
706,27.49372322
707,26.92640692
708,26.25319254
709,25.28186376
710,24.93561861
711,24.46080587
712,24.17566528
713,23.64266764
714,23.55368341
715,23.26620381
716,23.08516108
717,22.73659488
718,22.60492403
719,22.23102771
720,22.12920278
721,22.05421377
722,21.76059158
723,21.81077166
724,21.50303654
725,21.42545801
726,20.97247083
727,20.83897505
728,20.7672634
729,20.35536597
730,20.02534254
731,19.81206385
732,19.72587126
733,19.24963718
734,18.97281813
735,18.60951532
736,18.25466422
737,17.88970244
738,17.59560407
739,17.25690701
740,16.81961504
741,16.36101711
742,15.90847161
743,15.39392254
744,15.03868785
745,14.70756829
746,14.29802411
747,13.84368933
748,13.37411531
749,12.99076433
750,12.59493293
751,12.00337826
752,11.43719432
753,11.04618299
754,10.80866913
755,10.39447995
756,9.872330458
757,9.416275566
758,8.912115134
759,8.638709777
760,8.050664445
761,7.824461115
762,7.51553228
763,7.233269336
764,6.997149739
765,6.65512277
766,6.479645918
767,6.311260954
768,6.107609518
769,5.922677037
770,5.675292064
771,5.649766817
772,5.525466611
773,5.338684983
774,5.134730397
775,4.988036885
776,4.716556297
777,4.637326942
778,4.43049714
779,4.330453911
780,4.27335655
781,4.169583161
782,3.949923745
783,3.847345789
784,3.713565281
785,3.588409878
786,3.589296623
787,3.453612337
788,3.411932731
789,3.370016652
790,3.324595256
791,3.371927137
792,3.245939837
793,3.11268216
794,2.927449617
795,2.89410597
796,2.824764032
797,2.798115531
798,2.660827298
799,2.615532819
800,2.570440825
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
