Wavelength (nm),Fit AF555,Fit AF594,Fit AF647,Fit full,Experimental,Residuals,Fit AF555 integrated,Fit AF594 integrated,Fit AF647 integrated,Fit full Integrated,Sum residuals,Coeff of Determination (R2)
340,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
341,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
342,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
343,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
344,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
345,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
346,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
347,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
348,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
349,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
350,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
351,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
352,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
353,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
354,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
355,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
356,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
357,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
358,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
359,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
360,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
361,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
362,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
363,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
364,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
365,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
366,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
367,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
368,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
369,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
370,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
371,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
372,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
373,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
374,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
375,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
376,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
377,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
378,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
379,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
380,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
381,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
382,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
383,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
384,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
385,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
386,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
387,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
388,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
389,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
390,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
391,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
392,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
393,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
394,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
395,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
396,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
397,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
398,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
399,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
400,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
401,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
402,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
403,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
404,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
405,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
406,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
407,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
408,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
409,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
410,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
411,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
412,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
413,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
414,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
415,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
416,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
417,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
418,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
419,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
420,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
421,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
422,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
423,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
424,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
425,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
426,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
427,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
428,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
429,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
430,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
431,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
432,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
433,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
434,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
435,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
436,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
437,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
438,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
439,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
440,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
441,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
442,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
443,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
444,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
445,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
446,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
447,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
448,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
449,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
450,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
451,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
452,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
453,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
454,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
455,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
456,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
457,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
458,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
459,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
460,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
461,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
462,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
463,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
464,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
465,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
466,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
467,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
468,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
469,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
470,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
471,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
472,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
473,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
474,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
475,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
476,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
477,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
479,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
480,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
481,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
482,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
483,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
484,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
485,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
486,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
487,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
488,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
489,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
490,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
491,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
492,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
493,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
494,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
495,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
496,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
497,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
498,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
499,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
500,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
501,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
502,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
503,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
504,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
505,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
506,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
507,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
508,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
509,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
510,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
511,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
512,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
513,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
514,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
515,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
516,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
517,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
518,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
519,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
520,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
521,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
522,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
523,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
524,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
525,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
526,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
527,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
528,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
529,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
530,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
531,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
532,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
533,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
534,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
535,385.5000000000002,0.0,0.0,385.5000000000002,385.5,5.169878828456423e-26,,,,,,
536,416.1706000000002,0.0,0.0,416.1706000000002,416.1706,5.169878828456423e-26,,,,,,
537,463.6744000000003,0.0,0.0,463.6744000000003,463.6744,8.077935669463161e-26,,,,,,
538,501.26220000000035,0.0,0.0,501.26220000000035,501.2622,1.1632227364026952e-25,,,,,,
539,609.4774000000003,0.0,0.0,609.4774000000003,609.4774,1.1632227364026952e-25,,,,,,
540,744.8386000000005,0.0,0.0,744.8386000000005,744.8386,2.0679515313825692e-25,,,,,,
541,858.6208000000004,0.0,0.0,858.6208000000004,858.6208,1.1632227364026952e-25,,,,,,
542,1086.1284000000005,0.0,0.0,1086.1284000000005,1086.1284,2.0679515313825692e-25,,,,,,
543,1295.2060000000006,0.0,0.0,1295.2060000000006,1295.206,4.652890945610781e-25,,,,,,
544,1586.400000000001,0.0,0.0,1586.400000000001,1586.4,8.271806125530277e-25,,,,,,
545,1917.915600000001,0.0,0.0,1917.915600000001,1917.9156,8.271806125530277e-25,,,,,,
546,2321.692000000001,0.0,0.0,2321.692000000001,2321.692,8.271806125530277e-25,,,,,,
547,2800.9920000000016,0.0,0.0,2800.9920000000016,2800.992,1.8611563782443123e-24,,,,,,
548,3338.024000000002,0.0,0.0,3338.024000000002,3338.024,5.169878828456423e-24,,,,,,
549,3922.978000000002,0.0,0.0,3922.978000000002,3922.978,3.308722450212111e-24,,,,,,
550,4747.3740000000025,0.0,0.0,4747.3740000000025,4747.374,7.444625512977249e-24,,,,,,
551,5505.164000000003,0.0,0.0,5505.164000000003,5505.164,1.3234889800848443e-23,,,,,,
552,6429.786000000004,0.0,0.0,6429.786000000004,6429.786,1.3234889800848443e-23,,,,,,
553,7434.574000000005,0.0,0.0,7434.574000000005,7434.574,2.9778502051908996e-23,,,,,,
554,8486.230000000005,0.0,0.0,8486.230000000005,8486.23,2.9778502051908996e-23,,,,,,
555,9716.042000000005,0.0,0.0,9716.042000000005,9716.042,2.9778502051908996e-23,,,,,,
556,10901.580000000005,0.0,0.0,10901.580000000005,10901.58,2.9778502051908996e-23,,,,,,
557,12005.674000000008,0.0,0.0,12005.674000000008,12005.674,5.293955920339377e-23,,,,,,
558,13348.458000000008,0.0,0.0,13348.458000000008,13348.458,5.293955920339377e-23,,,,,,
559,14518.800000000007,0.0,0.0,14518.800000000007,14518.8,5.293955920339377e-23,,,,,,
560,15595.308000000008,0.0,0.0,15595.308000000008,15595.308,5.293955920339377e-23,,,,,,
561,16541.76400000001,0.0,0.0,16541.76400000001,16541.764,1.1911400820763599e-22,,,,,,
562,17458.18600000001,0.0,0.0,17458.18600000001,17458.186,5.293955920339377e-23,,,,,,
563,18257.94000000001,0.0,0.0,18257.94000000001,18257.94,1.1911400820763599e-22,,,,,,
564,18965.03200000001,0.0,0.0,18965.03200000001,18965.032,1.1911400820763599e-22,,,,,,
565,19407.302000000014,0.0,0.0,19407.302000000014,19407.302,2.117582368135751e-22,,,,,,
566,19775.01400000001,0.0,0.0,19775.01400000001,19775.014,1.1911400820763599e-22,,,,,,
567,19938.33000000001,0.0,0.0,19938.33000000001,19938.33,5.293955920339377e-23,,,,,,
568,20000.00000000001,0.0,0.0,20000.00000000001,20000.0,1.1911400820763599e-22,,,,,,
569,19845.524000000012,0.0,0.0,19845.524000000012,19845.524,1.1911400820763599e-22,,,,,,
570,19571.506000000012,0.0,0.0,19571.506000000012,19571.506,1.1911400820763599e-22,,,,,,
571,19291.702000000012,0.0,0.0,19291.702000000012,19291.702,1.1911400820763599e-22,,,,,,
572,18962.40600000001,0.0,0.0,18962.40600000001,18962.406,1.1911400820763599e-22,,,,,,
573,18530.64400000001,0.0,0.0,18530.64400000001,18530.644,1.1911400820763599e-22,,,,,,
574,17779.85000000001,0.0,0.0,17779.85000000001,17779.85,1.1911400820763599e-22,,,,,,
575,17243.53000000001,0.0,0.0,17243.53000000001,17243.53,1.1911400820763599e-22,,,,,,
576,16722.79600000001,0.0,0.0,16722.79600000001,16722.796,1.1911400820763599e-22,,,,,,
577,15983.86000000001,0.0,0.0,15983.86000000001,15983.86,8.271806125530277e-23,,,,,,
578,15355.230000000009,0.0,0.0,15355.230000000009,15355.23,8.271806125530277e-23,,,,,,
579,14767.150000000009,0.0,0.0,14767.150000000009,14767.15,8.271806125530277e-23,,,,,,
580,14094.354000000008,2771.8434000000007,0.0,16866.19740000001,16866.1974,5.293955920339377e-23,,,,,,
581,13617.292000000009,2995.7634000000003,0.0,16613.05540000001,16613.0554,5.293955920339377e-23,,,,,,
582,13009.646000000008,3327.1569000000004,0.0,16336.802900000008,16336.8029,5.293955920339377e-23,,,,,,
583,12559.708000000008,3797.56305,0.0,16357.271050000008,16357.27105,8.271806125530277e-23,,,,,,
584,11944.926000000007,4363.945200000001,0.0,16308.871200000009,16308.8712,8.271806125530277e-23,,,,,,
585,11448.834000000006,4970.475000000001,0.0,16419.30900000001,16419.309,5.293955920339377e-23,,,,,,
586,10982.778000000008,5636.0070000000005,0.0,16618.785000000007,16618.785,5.293955920339377e-23,,,,,,
587,10468.400000000005,6389.802000000001,0.0,16858.202000000005,16858.202,1.3234889800848443e-23,,,,,,
588,10178.228000000006,7294.6035,0.0,17472.831500000008,17472.8315,5.293955920339377e-23,,,,,,
589,9769.724000000006,8265.474,0.0,18035.198000000004,18035.198,1.3234889800848443e-23,,,,,,
590,9487.220000000007,9303.516000000001,0.0,18790.736000000008,18790.736,5.293955920339377e-23,,,,,,
591,9253.642000000005,10377.558000000003,0.0,19631.200000000008,19631.2,5.293955920339377e-23,,,,,,
592,9043.566000000004,11576.533500000001,0.0,20620.099500000004,20620.0995,1.3234889800848443e-23,,,,,,
593,8739.336000000005,12969.616500000002,0.0,21708.952500000007,21708.9525,5.293955920339377e-23,,,,,,
594,8639.606000000005,14126.4045,0.0,22766.010500000004,22766.0105,1.3234889800848443e-23,,,,,,
595,8489.354000000005,15519.087000000001,0.0,24008.441000000006,24008.441,5.293955920339377e-23,,,,,,
596,8353.376000000006,16946.874000000003,0.0,25300.250000000007,25300.25,5.293955920339377e-23,,,,,,
597,8293.410000000005,18551.956500000004,0.0,26845.36650000001,26845.3665,1.1911400820763599e-22,,,,,,
598,8270.120000000004,20157.790500000003,0.0,28427.910500000005,28427.9105,1.3234889800848443e-23,,,,,,
599,8165.560000000005,21830.292000000005,0.0,29995.85200000001,29995.852,1.1911400820763599e-22,,,,,,
600,8107.796000000005,23563.323000000004,0.0,31671.11900000001,31671.119,1.1911400820763599e-22,,,,,,
601,8145.146000000004,25246.5345,0.0,33391.6805,33391.6805,0.0,,,,,,
602,8041.404000000005,26909.541000000005,0.0,34950.94500000001,34950.945,5.293955920339377e-23,,,,,,
603,8146.4600000000055,28678.320000000003,0.0,36824.780000000006,36824.78,5.293955920339377e-23,,,,,,
604,8056.494000000005,30503.718000000004,0.0,38560.21200000001,38560.212,5.293955920339377e-23,,,,,,
605,8127.466000000004,32197.104000000007,0.0,40324.57000000001,40324.57,5.293955920339377e-23,,,,,,
606,8168.436000000004,33665.274000000005,0.0,41833.71000000001,41833.71,5.293955920339377e-23,,,,,,
607,8034.552000000004,35300.214,0.0,43334.766,43334.766,0.0,,,,,,
608,8030.364000000005,36808.537500000006,0.0,44838.90150000001,44838.9015,5.293955920339377e-23,,,,,,
609,8071.8660000000045,38140.96950000001,0.0,46212.83550000001,46212.8355,5.293955920339377e-23,,,,,,
610,7966.6340000000055,39421.953,0.0,47388.58700000001,47388.587,5.293955920339377e-23,,,,,,
611,7986.338000000005,40664.223000000005,0.0,48650.56100000001,48650.561,5.293955920339377e-23,,,,,,
612,7864.276000000004,41685.20550000001,0.0,49549.481500000016,49549.4815,2.117582368135751e-22,,,,,,
613,7682.2140000000045,42484.33350000001,0.0,50166.547500000015,50166.5475,2.117582368135751e-22,,,,,,
614,7682.676000000004,43140.033,0.0,50822.70900000001,50822.709,5.293955920339377e-23,,,,,,
615,7533.738000000004,43857.594000000005,0.0,51391.33200000001,51391.332,5.293955920339377e-23,,,,,,
616,7371.982000000004,44356.68000000001,0.0,51728.66200000001,51728.662,2.117582368135751e-22,,,,,,
617,7179.126000000004,44811.03150000001,0.0,51990.157500000016,51990.1575,2.117582368135751e-22,,,,,,
618,7029.016000000004,45000.00000000001,0.0,52029.01600000001,52029.016,5.293955920339377e-23,,,,,,
619,6836.658000000004,44921.569500000005,0.0,51758.22750000001,51758.2275,5.293955920339377e-23,,,,,,
620,6761.1420000000035,44821.953,0.0,51583.095,51583.095,0.0,,,,,,
621,6563.102000000004,44762.12100000001,0.0,51325.22300000001,51325.223,2.117582368135751e-22,,,,,,
622,6287.204000000003,44315.406,0.0,50602.61000000001,50602.61,5.293955920339377e-23,,,,,,
623,6120.726000000003,43926.840000000004,0.0,50047.566000000006,50047.566,5.293955920339377e-23,,,,,,
624,5818.626000000003,43566.484500000006,0.0,49385.11050000001,49385.1105,5.293955920339377e-23,,,,,,
625,5786.3520000000035,42900.102000000006,0.0,48686.45400000001,48686.454,2.117582368135751e-22,,,,,,
626,5468.3120000000035,42044.359500000006,0.0,47512.67150000001,47512.6715,2.117582368135751e-22,,,,,,
627,5286.000000000003,41296.855500000005,0.0,46582.855500000005,46582.8555,5.293955920339377e-23,,,,,,
628,5091.724000000003,40443.268500000006,0.0,45534.99250000001,45534.9925,5.293955920339377e-23,,,,,,
629,4856.086000000003,39673.5615,0.0,44529.64750000001,44529.6475,5.293955920339377e-23,,,,,,
630,4686.308000000003,38662.0425,3261.4903005600004,46609.84080056001,46609.84080056,5.293955920339377e-23,,,,,,
631,4511.772000000003,37857.789000000004,3570.6179612800006,45940.178961280006,45940.17896128,5.293955920339377e-23,,,,,,
632,4329.282000000002,36853.839,4137.76778496,45320.88878496,45320.88878496,0.0,,,,,,
633,4234.168000000002,35893.21950000001,4776.563048800001,44903.950548800014,44903.9505488,2.117582368135751e-22,,,,,,
634,4002.1520000000023,34677.8145,5603.960967520001,44283.92746752,44283.92746752,0.0,,,,,,
635,3890.244000000002,33687.603,6482.128413840001,44059.97541384,44059.97541384,0.0,,,,,,
636,3746.3120000000026,32776.038,7566.122271920001,44088.47227192001,44088.47227192,5.293955920339377e-23,,,,,,
637,3631.2100000000023,31609.656000000003,8829.734166720002,44070.60016672,44070.60016672,0.0,,,,,,
638,3455.218000000002,30546.162,10234.053904000002,44235.433904000005,44235.433904,5.293955920339377e-23,,,,,,
639,3362.074000000002,29602.611000000004,11865.190594880001,44829.87559488001,44829.87559488,5.293955920339377e-23,,,,,,
640,3169.4100000000017,28636.920000000002,13588.43933592,45394.769335920006,45394.76933592,5.293955920339377e-23,,,,,,
641,3055.8580000000015,27713.416500000003,15703.710064,46472.984564000006,46472.984564,5.293955920339377e-23,,,,,,
642,2964.0140000000015,26771.049000000003,18280.140646400003,48015.20364640001,48015.2036464,2.117582368135751e-22,,,,,,
643,2906.7320000000013,25948.732500000002,20857.4738656,49712.9383656,49712.9383656,0.0,,,,,,
644,2781.7880000000014,24995.299500000005,23906.954303200004,51684.04180320001,51684.0418032,5.293955920339377e-23,,,,,,
645,2744.9980000000014,24131.826000000005,27153.905404,54030.72940400001,54030.729404,2.117582368135751e-22,,,,,,
646,2633.6840000000016,23517.153000000002,30512.026477600004,56662.86347760001,56662.8634776,5.293955920339377e-23,,,,,,
647,2550.510000000001,22730.107500000002,34569.65869520001,59850.276195200015,59850.2761952,2.117582368135751e-22,,,,,,
648,2453.9280000000017,21998.8125,38781.71037280001,63234.45087280001,63234.4508728,5.293955920339377e-23,,,,,,
649,2408.8380000000016,21275.658000000003,43193.588789600006,66878.08478960002,66878.0847896,2.117582368135751e-22,,,,,,
650,2399.526000000001,20610.607500000002,48104.61116000001,71114.74466000001,71114.74466,2.117582368135751e-22,,,,,,
651,2300.614000000001,20041.641000000003,53105.11170480001,75447.36670480002,75447.3667048,2.117582368135751e-22,,,,,,
652,2241.0160000000014,19471.882500000003,59286.12862480001,80999.02712480002,80999.0271248,2.117582368135751e-22,,,,,,
653,2172.8040000000015,18938.205,65231.67263200001,86342.681632,86342.681632,0.0,,,,,,
654,2160.6400000000012,18361.143000000004,70565.9416472,91087.7246472,91087.7246472,0.0,,,,,,
655,2067.564000000001,17894.538,78015.40970880001,97977.51170880001,97977.5117088,2.117582368135751e-22,,,,,,
