Wavelength (nm),Fit AF555,Fit AF594,Fit AF647,Fit full,Experimental,Residuals,Fit AF555 integrated,Fit AF594 integrated,Fit AF647 integrated,Fit full Integrated,Sum residuals,Coeff of Determination (R2)
543,485.7022499999991,0.0,0.0,485.7022499999991,485.70225,8.271806125530277e-25,,,,,,
544,594.899999999999,0.0,0.0,594.899999999999,594.9,1.0469004627624257e-24,,,,,,
545,719.2183499999986,0.0,0.0,719.2183499999986,719.21835,1.8611563782443123e-24,,,,,,
546,870.6344999999983,0.0,0.0,870.6344999999983,870.6345,2.908056841006738e-24,,,,,,
547,1050.371999999998,0.0,0.0,1050.371999999998,1050.372,4.1876018510497026e-24,,,,,,
548,1251.7589999999977,0.0,0.0,1251.7589999999977,1251.759,5.169878828456423e-24,,,,,,
549,1471.1167499999972,0.0,0.0,1471.1167499999972,1471.11675,7.444625512977249e-24,,,,,,
550,1780.2652499999965,0.0,0.0,1780.2652499999965,1780.26525,1.1632227364026952e-23,,,,,,
551,2064.436499999996,0.0,0.0,2064.436499999996,2064.4365,1.3234889800848443e-23,,,,,,
552,2411.1697499999955,0.0,0.0,2411.1697499999955,2411.16975,2.0679515313825692e-23,,,,,,
553,2787.9652499999947,0.0,0.0,2787.9652499999947,2787.96525,2.9778502051908996e-23,,,,,,
554,3182.336249999994,0.0,0.0,3182.336249999994,3182.33625,3.494838088036542e-23,,,,,,
555,3643.515749999993,0.0,0.0,3643.515749999993,3643.51575,4.6528909456107807e-23,,,,,,
556,4088.092499999992,0.0,0.0,4088.092499999992,4088.0925,6.700162961679524e-23,,,,,,
557,4502.1277499999915,0.0,0.0,4502.1277499999915,4502.12775,6.700162961679524e-23,,,,,,
558,5005.67174999999,0.0,0.0,5005.67174999999,5005.67175,1.0008885411891635e-22,,,,,,
559,5444.549999999989,0.0,0.0,5444.549999999989,5444.55,1.1911400820763599e-22,,,,,,
560,5848.240499999989,0.0,0.0,5848.240499999989,5848.2405,1.1911400820763599e-22,,,,,,
561,6203.161499999988,0.0,0.0,6203.161499999988,6203.1615,1.3979352352146168e-22,,,,,,
562,6546.819749999988,0.0,0.0,6546.819749999988,6546.81975,1.3979352352146168e-22,,,,,,
563,6846.727499999986,0.0,0.0,6846.727499999986,6846.7275,1.8611563782443123e-22,,,,,,
564,7111.886999999986,0.0,0.0,7111.886999999986,7111.887,1.8611563782443123e-22,,,,,,
565,7277.738249999987,0.0,0.0,7277.738249999987,7277.73825,1.8611563782443123e-22,,,,,,
566,7415.630249999986,0.0,0.0,7415.630249999986,7415.63025,2.117582368135751e-22,,,,,,
567,7476.873749999985,0.0,0.0,7476.873749999985,7476.87375,2.117582368135751e-22,,,,,,
568,7499.999999999985,0.0,0.0,7499.999999999985,7500.0,2.117582368135751e-22,,,,,,
569,7442.071499999986,0.0,0.0,7442.071499999986,7442.0715,1.8611563782443123e-22,,,,,,
570,7339.314749999986,0.0,0.0,7339.314749999986,7339.31475,1.8611563782443123e-22,,,,,,
571,7234.388249999986,0.0,0.0,7234.388249999986,7234.38825,1.8611563782443123e-22,,,,,,
572,7110.9022499999855,0.0,0.0,7110.9022499999855,7110.90225,2.117582368135751e-22,,,,,,
573,6948.991499999987,0.0,0.0,6948.991499999987,6948.9915,1.6212740006039342e-22,,,,,,
574,6667.443749999987,0.0,0.0,6667.443749999987,6667.44375,1.8611563782443123e-22,,,,,,
575,6466.323749999989,0.0,0.0,6466.323749999989,6466.32375,1.1911400820763599e-22,,,,,,
576,6271.048499999988,0.0,0.0,6271.048499999988,6271.0485,1.3979352352146168e-22,,,,,,
577,5993.947499999989,0.0,0.0,5993.947499999989,5993.9475,1.1911400820763599e-22,,,,,,
578,5758.211249999989,0.0,0.0,5758.211249999989,5758.21125,1.1911400820763599e-22,,,,,,
579,5537.68124999999,0.0,0.0,5537.68124999999,5537.68125,1.0008885411891635e-22,,,,,,
580,5285.382749999991,1330.4848320000006,0.0,6615.867581999992,6615.867582,6.700162961679524e-23,,,,,,
581,5106.4844999999905,1437.9664320000004,0.0,6544.450931999991,6544.450932,8.271806125530277e-23,,,,,,
582,4878.617249999991,1597.0353120000007,0.0,6475.652561999992,6475.652562,6.700162961679524e-23,,,,,,
583,4709.890499999991,1822.8302640000006,0.0,6532.720763999992,6532.720764,5.293955920339377e-23,,,,,,
584,4479.347249999992,2094.6936960000007,0.0,6574.040945999992,6574.040946,6.700162961679524e-23,,,,,,
585,4293.312749999992,2385.828000000001,0.0,6679.140749999993,6679.14075,4.0531850015098356e-23,,,,,,
586,4118.541749999992,2705.283360000001,0.0,6823.8251099999925,6823.82511,5.293955920339377e-23,,,,,,
587,3925.6499999999924,3067.104960000001,0.0,6992.754959999993,6992.75496,5.293955920339377e-23,,,,,,
588,3816.835499999993,3501.409680000001,0.0,7318.245179999994,7318.24518,2.9778502051908996e-23,,,,,,
589,3663.646499999993,3967.427520000001,0.0,7631.074019999995,7631.07402,2.9778502051908996e-23,,,,,,
590,3557.7074999999936,4465.687680000002,0.0,8023.395179999996,8023.39518,2.0679515313825692e-23,,,,,,
591,3470.1157499999936,4981.227840000002,0.0,8451.343589999997,8451.34359,1.3234889800848443e-23,,,,,,
592,3391.3372499999937,5556.736080000002,0.0,8948.073329999996,8948.07333,1.3234889800848443e-23,,,,,,
593,3277.250999999994,6225.415920000003,0.0,9502.666919999996,9502.66692,1.3234889800848443e-23,,,,,,
594,3239.852249999994,6780.674160000002,0.0,10020.526409999997,10020.52641,1.3234889800848443e-23,,,,,,
595,3183.507749999994,7449.161760000003,0.0,10632.669509999996,10632.66951,1.3234889800848443e-23,,,,,,
596,3132.515999999994,8134.499520000003,0.0,11267.015519999997,11267.01552,1.3234889800848443e-23,,,,,,
597,3110.028749999994,8904.939120000005,0.0,12014.967869999999,12014.96787,3.308722450212111e-24,,,,,,
598,3101.294999999994,9675.739440000005,0.0,12777.03444,12777.03444,0.0,,,,,,
599,3062.0849999999946,10478.540160000004,0.0,13540.62516,13540.62516,0.0,,,,,,
600,3040.4234999999944,11310.395040000005,0.0,14350.81854,14350.81854,0.0,,,,,,
601,3054.4297499999943,12118.336560000003,0.0,15172.766309999997,15172.76631,1.3234889800848443e-23,,,,,,
602,3015.5264999999945,12916.579680000004,0.0,15932.106179999999,15932.10618,3.308722450212111e-24,,,,,,
603,3054.922499999994,13765.593600000006,0.0,16820.5161,16820.5161,0.0,,,,,,
604,3021.1852499999945,14641.784640000005,0.0,17662.96989,17662.96989,0.0,,,,,,
605,3047.799749999994,15454.609920000006,0.0,18502.40967,18502.40967,0.0,,,,,,
606,3063.163499999994,16159.331520000005,0.0,19222.49502,19222.49502,0.0,,,,,,
607,3012.956999999994,16944.102720000006,0.0,19957.05972,19957.05972,0.0,,,,,,
608,3011.386499999994,17668.09800000001,0.0,20679.484500000002,20679.4845,1.3234889800848443e-23,,,,,,
609,3026.9497499999943,18307.665360000006,0.0,21334.61511,21334.61511,0.0,,,,,,
610,2987.4877499999943,18922.537440000007,0.0,21910.02519,21910.02519,0.0,,,,,,
611,2994.8767499999944,19518.827040000007,0.0,22513.703790000003,22513.70379,1.3234889800848443e-23,,,,,,
612,2949.1034999999943,20008.89864000001,0.0,22958.002140000004,22958.00214,1.3234889800848443e-23,,,,,,
613,2880.8302499999945,20392.48008000001,0.0,23273.310330000004,23273.31033,1.3234889800848443e-23,,,,,,
614,2881.0034999999943,20707.215840000008,0.0,23588.219340000003,23588.21934,1.3234889800848443e-23,,,,,,
615,2825.1517499999945,21051.64512000001,0.0,23876.796870000002,23876.79687,1.3234889800848443e-23,,,,,,
616,2764.4932499999945,21291.20640000001,0.0,24055.699650000006,24055.69965,5.293955920339377e-23,,,,,,
617,2692.1722499999946,21509.29512000001,0.0,24201.467370000006,24201.46737,5.293955920339377e-23,,,,,,
618,2635.880999999995,21600.000000000007,0.0,24235.881,24235.881,0.0,,,,,,
619,2563.7467499999952,21562.35336000001,0.0,24126.100110000003,24126.10011,1.3234889800848443e-23,,,,,,
620,2535.428249999995,21514.537440000007,0.0,24049.96569,24049.96569,0.0,,,,,,
621,2461.1632499999955,21485.81808000001,0.0,23946.981330000002,23946.98133,1.3234889800848443e-23,,,,,,
622,2357.7014999999956,21271.394880000007,0.0,23629.096380000003,23629.09638,1.3234889800848443e-23,,,,,,
623,2295.2722499999954,21084.883200000007,0.0,23380.155450000002,23380.15545,1.3234889800848443e-23,,,,,,
624,2181.984749999996,20911.912560000008,0.0,23093.897310000004,23093.89731,1.3234889800848443e-23,,,,,,
625,2169.881999999996,20592.04896000001,0.0,22761.930960000005,22761.93096,1.3234889800848443e-23,,,,,,
626,2050.616999999996,20181.29256000001,0.0,22231.909560000004,22231.90956,1.3234889800848443e-23,,,,,,
627,1982.2499999999961,19822.490640000007,0.0,21804.740640000004,21804.74064,1.3234889800848443e-23,,,,,,
628,1909.3964999999964,19412.768880000007,0.0,21322.165380000002,21322.16538,1.3234889800848443e-23,,,,,,
629,1821.0322499999966,19043.30952000001,0.0,20864.341770000006,20864.34177,5.293955920339377e-23,,,,,,
630,1757.3654999999965,18557.780400000007,1180.1445166499993,21495.29041665,21495.29041665,0.0,,,,,,
631,1691.9144999999967,18171.73872000001,1291.9999201999992,21155.653140200004,21155.6531402,1.3234889800848443e-23,,,,,,
632,1623.480749999997,17689.842720000008,1497.218606399999,20810.5420764,20810.5420764,0.0,,,,,,
633,1587.812999999997,17228.745360000008,1728.3616294999988,20544.919989500006,20544.9199895,5.293955920339377e-23,,,,,,
634,1500.8069999999973,16645.350960000007,2027.7490342999988,20173.906994300003,20173.9069943,1.3234889800848443e-23,,,,,,
635,1458.8414999999973,16170.049440000006,2345.5069918499985,19974.397931850002,19974.39793185,1.3234889800848443e-23,,,,,,
636,1404.8669999999975,15732.498240000006,2737.7416115499987,19875.10685155,19875.10685155,0.0,,,,,,
637,1361.7037499999974,15172.634880000005,3194.969599799998,19729.3082298,19729.3082298,0.0,,,,,,
638,1295.7067499999976,14662.157760000006,3703.1116099999977,19660.97612,19660.97612,0.0,,,,,,
639,1260.7777499999975,14209.253280000006,4293.325544199997,19763.3565742,19763.3565742,0.0,,,,,,
640,1188.5287499999977,13745.721600000004,4916.869496549996,19851.11984655,19851.11984655,0.0,,,,,,
641,1145.9467499999978,13302.439920000004,5682.263509999996,20130.650179999997,20130.65018,1.3234889800848443e-23,,,,,,
642,1111.505249999998,12850.103520000004,6614.524575999996,20576.133346,20576.133346,0.0,,,,,,
643,1090.024499999998,12455.391600000004,7547.112253999995,21092.528354,21092.528354,0.0,,,,,,
644,1043.170499999998,11997.743760000005,8650.542675499995,21691.4569355,21691.4569355,0.0,,,,,,
645,1029.374249999998,11583.276480000004,9825.426297499993,22438.077027499996,22438.0770275,1.3234889800848443e-23,,,,,,
646,987.631499999998,11288.233440000004,11040.535896499992,23316.400836499994,23316.4008365,5.293955920339377e-23,,,,,,
647,956.4412499999981,10910.451600000004,12508.758080499993,24375.650930499993,24375.6509305,5.293955920339377e-23,,,,,,
648,920.2229999999984,10559.430000000004,14032.855726999991,25512.508726999993,25512.508727,5.293955920339377e-23,,,,,,
649,903.3142499999983,10212.315840000005,15629.25910149999,26744.88919149999,26744.8891915,5.293955920339377e-23,,,,,,
650,899.8222499999982,9893.091600000003,17406.27377499999,28199.18762499999,28199.187625,5.293955920339377e-23,,,,,,
651,862.7302499999984,9619.987680000004,19215.665419499986,29698.38334949999,29698.3833495,1.1911400820763599e-22,,,,,,
652,840.3809999999985,9346.503600000004,21452.217594499987,31639.10219449999,31639.1021945,1.1911400820763599e-22,,,,,,
653,814.8014999999984,9090.338400000002,23603.565754999985,33508.70565499998,33508.705655,2.117582368135751e-22,,,,,,
654,810.2399999999985,8813.348640000004,25533.728885499982,35157.31752549998,35157.3175255,4.764560328305439e-22,,,,,,
